SOUID,    DATE,   TG, Q_TG
107054,19680117,   86,    0
107054,19680118,   70,    0
107054,19680119,   90,    0
107054,19680120,   84,    0
107054,19680121,   56,    0
107054,19680122,   28,    0
107054,19680123,   18,    0
107054,19680124,   34,    0
107054,19680125,   66,    0
107054,19680126,   86,    0
107054,19680127,   63,    0
107054,19680128,   54,    0
107054,19680129,   26,    0
107054,19680130,   54,    0
107054,19680131,   84,    0
107054,19680201,   42,    0
107054,19680202,   46,    0
107054,19680203,   12,    0
107054,19680204,   -2,    0
107054,19680205,   22,    0
107054,19680206,   28,    0
107054,19680207,   42,    0
107054,19680208,   31,    0
107054,19680209,   21,    0
107054,19680210,   42,    0
107054,19680211,   36,    0
107054,19680212,   47,    0
107054,19680213,   56,    0
107054,19680214,   54,    0
107054,19680215,   20,    0
107054,19680216,   30,    0
107054,19680217,   36,    0
107054,19680218,   26,    0
107054,19680219,   25,    0
107054,19680220,   14,    0
107054,19680221,   11,    0
107054,19680222,   30,    0
107054,19680223,   20,    0
107054,19680224,   16,    0
107054,19680225,   11,    0
107054,19680226,   22,    0
107054,19680227,   36,    0
107054,19680228,   38,    0
107054,19680229,   32,    0
107054,19680301,   18,    0
107054,19680302,   14,    0
107054,19680303,   30,    0
107054,19680304,   51,    0
107054,19680305,   71,    0
107054,19680306,   56,    0
107054,19680307,   27,    0
107054,19680308,   52,    0
107054,19680309,   70,    0
107054,19680310,   60,    0
107054,19680311,   87,    0
107054,19680312,   84,    0
107054,19680313,   82,    0
107054,19680314,   70,    0
107054,19680315,   65,    0
107054,19680316,   50,    0
107054,19680317,   72,    0
107054,19680318,   71,    0
107054,19680319,   74,    0
107054,19680320,   96,    0
107054,19680321,   62,    0
107054,19680322,   58,    0
107054,19680323,   94,    0
107054,19680324,  126,    0
107054,19680325,   94,    0
107054,19680326,   92,    0
107054,19680327,  106,    0
107054,19680328,  118,    0
107054,19680329,  150,    0
107054,19680330,   85,    0
107054,19680331,   79,    0
107054,19680401,   94,    0
107054,19680402,   45,    0
107054,19680403,   38,    0
107054,19680404,   50,    0
107054,19680405,   40,    0
107054,19680406,   42,    0
107054,19680407,   44,    0
107054,19680408,   36,    0
107054,19680409,   65,    0
107054,19680410,   56,    0
107054,19680411,   50,    0
107054,19680412,   55,    0
107054,19680413,   70,    0
107054,19680414,   88,    0
107054,19680415,  101,    0
107054,19680416,  110,    0
107054,19680417,  116,    0
107054,19680418,  146,    0
107054,19680419,  120,    0
107054,19680420,  150,    0
107054,19680421,  178,    0
107054,19680422,  110,    0
107054,19680423,  117,    0
107054,19680424,  112,    0
107054,19680425,  124,    0
107054,19680426,  123,    0
107054,19680427,  142,    0
107054,19680428,  124,    0
107054,19680429,   90,    0
107054,19680430,   82,    0
107054,19680501,  100,    0
107054,19680502,  106,    0
107054,19680503,  106,    0
107054,19680504,   99,    0
107054,19680505,  108,    0
107054,19680506,   90,    0
107054,19680507,   76,    0
107054,19680508,   78,    0
107054,19680509,  116,    0
107054,19680510,  112,    0
107054,19680511,   99,    0
107054,19680512,   92,    0
107054,19680513,  122,    0
107054,19680514,  114,    0
107054,19680515,  150,    0
107054,19680516,  112,    0
107054,19680517,  102,    0
107054,19680518,   78,    0
107054,19680519,   76,    0
107054,19680520,   82,    0
107054,19680521,   88,    0
107054,19680522,   88,    0
107054,19680523,  112,    0
107054,19680524,  137,    0
107054,19680525,  136,    0
107054,19680526,  126,    0
107054,19680527,  144,    0
107054,19680528,  146,    0
107054,19680529,  155,    0
107054,19680530,  156,    0
107054,19680531,  161,    0
107054,19680601,  163,    0
107054,19680602,  184,    0
107054,19680603,  159,    0
107054,19680604,  162,    0
107054,19680605,  162,    0
107054,19680606,  142,    0
107054,19680607,  127,    0
107054,19680608,  135,    0
107054,19680609,  153,    0
107054,19680610,  160,    0
107054,19680611,  170,    0
107054,19680612,  176,    0
107054,19680613,  166,    0
107054,19680614,  178,    0
107054,19680615,  184,    0
107054,19680616,  159,    0
107054,19680617,  166,    0
107054,19680618,  183,    0
107054,19680619,  175,    0
107054,19680620,  140,    0
107054,19680621,  151,    0
107054,19680622,  140,    0
107054,19680623,  144,    0
107054,19680624,  138,    0
107054,19680625,  154,    0
107054,19680626,  160,    0
107054,19680627,  166,    0
107054,19680628,  168,    0
107054,19680629,  169,    0
107054,19680630,  184,    0
107054,19680701,  262,    0
107054,19680702,  230,    0
107054,19680703,  152,    0
107054,19680704,  142,    0
107054,19680705,  166,    0
107054,19680706,  168,    0
107054,19680707,  166,    0
107054,19680708,  176,    0
107054,19680709,  179,    0
107054,19680710,  157,    0
107054,19680711,  146,    0
107054,19680712,  161,    0
107054,19680713,  162,    0
107054,19680714,  164,    0
107054,19680715,  158,    0
107054,19680716,  145,    0
107054,19680717,  150,    0
107054,19680718,  138,    0
107054,19680719,  170,    0
107054,19680720,  182,    0
107054,19680721,  184,    0
107054,19680722,  200,    0
107054,19680723,  154,    0
107054,19680724,  147,    0
107054,19680725,  158,    0
107054,19680726,  139,    0
107054,19680727,  152,    0
107054,19680728,  152,    0
107054,19680729,  162,    0
107054,19680730,  173,    0
107054,19680731,  162,    0
107054,19680801,  155,    0
107054,19680802,  134,    0
107054,19680803,  154,    0
107054,19680804,  158,    0
107054,19680805,  180,    0
107054,19680806,  170,    0
107054,19680807,  150,    0
107054,19680808,  160,    0
107054,19680809,  153,    0
107054,19680810,  172,    0
107054,19680811,  176,    0
107054,19680812,  174,    0
107054,19680813,  186,    0
107054,19680814,  151,    0
107054,19680815,  136,    0
107054,19680816,  150,    0
107054,19680817,  136,    0
107054,19680818,  136,    0
107054,19680819,  132,    0
107054,19680820,  180,    0
107054,19680821,  180,    0
107054,19680822,  194,    0
107054,19680823,  205,    0
107054,19680824,  192,    0
107054,19680825,  184,    0
107054,19680826,  186,    0
107054,19680827,  186,    0
107054,19680828,  163,    0
107054,19680829,  148,    0
107054,19680830,  141,    0
107054,19680831,  163,    0
107054,19680901,  150,    0
107054,19680902,  172,    0
107054,19680903,  148,    0
107054,19680904,  132,    0
107054,19680905,  148,    0
107054,19680906,  156,    0
107054,19680907,  174,    0
107054,19680908,  164,    0
107054,19680909,  188,    0
107054,19680910,  200,    0
107054,19680911,  162,    0
107054,19680912,  154,    0
107054,19680913,  157,    0
107054,19680914,  153,    0
107054,19680915,  134,    0
107054,19680916,  154,    0
107054,19680917,  139,    0
107054,19680918,  131,    0
107054,19680919,  132,    0
107054,19680920,  154,    0
107054,19680921,  144,    0
107054,19680922,  144,    0
107054,19680923,  148,    0
107054,19680924,  150,    0
107054,19680925,  126,    0
107054,19680926,  144,    0
107054,19680927,  174,    0
107054,19680928,  145,    0
107054,19680929,  141,    0
107054,19680930,  134,    0
107054,19681001,  144,    0
107054,19681002,  154,    0
107054,19681003,  165,    0
107054,19681004,  158,    0
107054,19681005,  168,    0
107054,19681006,  161,    0
107054,19681007,  136,    0
107054,19681008,  136,    0
107054,19681009,  138,    0
107054,19681010,  162,    0
107054,19681011,  144,    0
107054,19681012,  146,    0
107054,19681013,  138,    0
107054,19681014,  116,    0
107054,19681015,  103,    0
107054,19681016,  112,    0
107054,19681017,  118,    0
107054,19681018,  101,    0
107054,19681019,  128,    0
107054,19681020,  154,    0
107054,19681021,  151,    0
107054,19681022,  118,    0
107054,19681023,  106,    0
107054,19681024,  122,    0
107054,19681025,  122,    0
107054,19681026,  122,    0
107054,19681027,  130,    0
107054,19681028,  146,    0
107054,19681029,  126,    0
107054,19681030,  139,    0
107054,19681031,  154,    0
107054,19681101,  131,    0
107054,19681102,  115,    0
107054,19681103,   66,    0
107054,19681104,   60,    0
107054,19681105,   46,    0
107054,19681106,   62,    0
107054,19681107,   66,    0
107054,19681108,   68,    0
107054,19681109,   17,    0
107054,19681110,   38,    0
107054,19681111,   56,    0
107054,19681112,   64,    0
107054,19681113,   60,    0
107054,19681114,   68,    0
107054,19681115,   36,    0
107054,19681116,   39,    0
107054,19681117,   42,    0
107054,19681118,   54,    0
107054,19681119,   72,    0
107054,19681120,   88,    0
107054,19681121,   80,    0
107054,19681122,   72,    0
107054,19681123,   90,    0
107054,19681124,   86,    0
107054,19681125,   86,    0
107054,19681126,  112,    0
107054,19681127,  114,    0
107054,19681128,  100,    0
107054,19681129,   85,    0
107054,19681130,   68,    0
107054,19681201,   78,    0
107054,19681202,   87,    0
107054,19681203,   34,    0
107054,19681204,   44,    0
107054,19681205,   34,    0
107054,19681206,   24,    0
107054,19681207,   40,    0
107054,19681208,   38,    0
107054,19681209,   22,    0
107054,19681210,   26,    0
107054,19681211,   33,    0
107054,19681212,   30,    0
107054,19681213,   -6,    0
107054,19681214,    2,    0
107054,19681215,   12,    0
107054,19681216,   28,    0
107054,19681217,   34,    0
107054,19681218,   56,    0
107054,19681219,   51,    0
107054,19681220,   56,    0
107054,19681221,   88,    0
107054,19681222,   78,    0
107054,19681223,   66,    0
107054,19681224,   30,    0
107054,19681225,   22,    0
107054,19681226,   -2,    0
107054,19681227,   -5,    0
107054,19681228,   -8,    0
107054,19681229,   -4,    0
107054,19681230,    4,    0
107054,19681231,    6,    0
107054,19690101,   10,    0
107054,19690102,   33,    0
107054,19690103,   50,    0
107054,19690104,   32,    0
107054,19690105,   18,    0
107054,19690106,   37,    0
107054,19690107,   42,    0
107054,19690108,   70,    0
107054,19690109,   38,    0
107054,19690110,   52,    0
107054,19690111,   59,    0
107054,19690112,   76,    0
107054,19690113,   86,    0
107054,19690114,   84,    0
107054,19690115,   44,    0
107054,19690116,   36,    0
107054,19690117,   34,    0
107054,19690118,   44,    0
107054,19690119,   56,    0
107054,19690120,   52,    0
107054,19690121,   88,    0
107054,19690122,  106,    0
107054,19690123,  110,    0
107054,19690124,   97,    0
107054,19690125,  108,    0
107054,19690126,   96,    0
107054,19690127,   96,    0
107054,19690128,   74,    0
107054,19690129,   46,    0
107054,19690130,   65,    0
107054,19690131,   66,    0
107054,19690201,   46,    0
107054,19690202,   34,    0
107054,19690203,    2,    0
107054,19690204,    4,    0
107054,19690205,   26,    0
107054,19690206,   64,    0
107054,19690207,   26,    0
107054,19690208,  -30,    0
107054,19690209,  -12,    0
107054,19690210,    0,    0
107054,19690211,   24,    0
107054,19690212,   20,    0
107054,19690213,   -2,    0
107054,19690214,    6,    0
107054,19690215,  -28,    0
107054,19690216,  -11,    0
107054,19690217,    3,    0
107054,19690218,   -2,    0
107054,19690219,   -2,    0
107054,19690220,   26,    0
107054,19690221,   37,    0
107054,19690222,   64,    0
107054,19690223,   78,    0
107054,19690224,   63,    0
107054,19690225,   50,    0
107054,19690226,   31,    0
107054,19690227,   20,    0
107054,19690228,   26,    0
107054,19690301,   23,    0
107054,19690302,   21,    0
107054,19690303,   24,    0
107054,19690304,   42,    0
107054,19690305,   50,    0
107054,19690306,   40,    0
107054,19690307,   38,    0
107054,19690308,   44,    0
107054,19690309,   28,    0
107054,19690310,   18,    0
107054,19690311,   44,    0
107054,19690312,   65,    0
107054,19690313,   72,    0
107054,19690314,   92,    0
107054,19690315,   76,    0
107054,19690316,   36,    0
107054,19690317,   62,    0
107054,19690318,   62,    0
107054,19690319,   64,    0
107054,19690320,   64,    0
107054,19690321,   43,    0
107054,19690322,   43,    0
107054,19690323,   30,    0
107054,19690324,   17,    0
107054,19690325,   27,    0
107054,19690326,   26,    0
107054,19690327,   42,    0
107054,19690328,   28,    0
107054,19690329,   56,    0
107054,19690330,   76,    0
107054,19690331,   76,    0
107054,19690401,   62,    0
107054,19690402,   37,    0
107054,19690403,   48,    0
107054,19690404,   62,    0
107054,19690405,   85,    0
107054,19690406,   92,    0
107054,19690407,  117,    0
107054,19690408,  134,    0
107054,19690409,  136,    0
107054,19690410,  126,    0
107054,19690411,  124,    0
107054,19690412,   82,    0
107054,19690413,   64,    0
107054,19690414,   70,    0
107054,19690415,  110,    0
107054,19690416,   78,    0
107054,19690417,   78,    0
107054,19690418,   47,    0
107054,19690419,   42,    0
107054,19690420,   54,    0
107054,19690421,   88,    0
107054,19690422,   84,    0
107054,19690423,   88,    0
107054,19690424,  116,    0
107054,19690425,  122,    0
107054,19690426,  124,    0
107054,19690427,  101,    0
107054,19690428,   78,    0
107054,19690429,   74,    0
107054,19690430,   94,    0
107054,19690501,  110,    0
107054,19690502,  103,    0
107054,19690503,  135,    0
107054,19690504,  135,    0
107054,19690505,  132,    0
107054,19690506,  114,    0
107054,19690507,  114,    0
107054,19690508,  126,    0
107054,19690509,  116,    0
107054,19690510,  121,    0
107054,19690511,  143,    0
107054,19690512,  158,    0
107054,19690513,  202,    0
107054,19690514,  145,    0
107054,19690515,  138,    0
107054,19690516,  121,    0
107054,19690517,  107,    0
107054,19690518,   78,    0
107054,19690519,   84,    0
107054,19690520,   90,    0
107054,19690521,  140,    0
107054,19690522,  146,    0
107054,19690523,  140,    0
107054,19690524,  150,    0
107054,19690525,  142,    0
107054,19690526,  118,    0
107054,19690527,  115,    0
107054,19690528,  130,    0
107054,19690529,  148,    0
107054,19690530,  142,    0
107054,19690531,  136,    0
107054,19690601,  134,    0
107054,19690602,  130,    0
107054,19690603,  149,    0
107054,19690604,   94,    0
107054,19690605,   96,    0
107054,19690606,  111,    0
107054,19690607,  128,    0
107054,19690608,  156,    0
107054,19690609,  170,    0
107054,19690610,  173,    0
107054,19690611,  178,    0
107054,19690612,  185,    0
107054,19690613,  187,    0
107054,19690614,  196,    0
107054,19690615,  194,    0
107054,19690616,  165,    0
107054,19690617,  150,    0
107054,19690618,  154,    0
107054,19690619,  137,    0
107054,19690620,  146,    0
107054,19690621,  124,    0
107054,19690622,  144,    0
107054,19690623,  124,    0
107054,19690624,  162,    0
107054,19690625,  161,    0
107054,19690626,  158,    0
107054,19690627,  185,    0
107054,19690628,  156,    0
107054,19690629,  185,    0
107054,19690630,  186,    0
107054,19690701,  192,    0
107054,19690702,  198,    0
107054,19690703,  192,    0
107054,19690704,  193,    0
107054,19690705,  183,    0
107054,19690706,  134,    0
107054,19690707,  135,    0
107054,19690708,  147,    0
107054,19690709,  139,    0
107054,19690710,  148,    0
107054,19690711,  204,    0
107054,19690712,  211,    0
107054,19690713,  210,    0
107054,19690714,  217,    0
107054,19690715,  222,    0
107054,19690716,  238,    0
107054,19690717,  210,    0
107054,19690718,  167,    0
107054,19690719,  184,    0
107054,19690720,  211,    0
107054,19690721,  202,    0
107054,19690722,  223,    0
107054,19690723,  214,    0
107054,19690724,  184,    0
107054,19690725,  210,    0
107054,19690726,  196,    0
107054,19690727,  194,    0
107054,19690728,  203,    0
107054,19690729,  166,    0
107054,19690730,  163,    0
107054,19690731,  178,    0
107054,19690801,  182,    0
107054,19690802,  208,    0
107054,19690803,  170,    0
107054,19690804,  187,    0
107054,19690805,  188,    0
107054,19690806,  177,    0
107054,19690807,  196,    0
107054,19690808,  216,    0
107054,19690809,  206,    0
107054,19690810,  232,    0
107054,19690811,  232,    0
107054,19690812,  198,    0
107054,19690813,  167,    0
107054,19690814,  181,    0
107054,19690815,  180,    0
107054,19690816,  189,    0
107054,19690817,  178,    0
107054,19690818,  185,    0
107054,19690819,  208,    0
107054,19690820,  158,    0
107054,19690821,  159,    0
107054,19690822,  146,    0
107054,19690823,  139,    0
107054,19690824,  138,    0
107054,19690825,  158,    0
107054,19690826,  148,    0
107054,19690827,  143,    0
107054,19690828,  153,    0
107054,19690829,  146,    0
107054,19690830,  146,    0
107054,19690831,  168,    0
107054,19690901,  158,    0
107054,19690902,  152,    0
107054,19690903,  166,    0
107054,19690904,  154,    0
107054,19690905,  173,    0
107054,19690906,  175,    0
107054,19690907,  166,    0
107054,19690908,  154,    0
107054,19690909,  164,    0
107054,19690910,  172,    0
107054,19690911,  192,    0
107054,19690912,  188,    0
107054,19690913,  156,    0
107054,19690914,  162,    0
107054,19690915,  160,    0
107054,19690916,  160,    0
107054,19690917,  188,    0
107054,19690918,  169,    0
107054,19690919,  174,    0
107054,19690920,  136,    0
107054,19690921,  170,    0
107054,19690922,  156,    0
107054,19690923,  122,    0
107054,19690924,  163,    0
107054,19690925,  164,    0
107054,19690926,  136,    0
107054,19690927,  146,    0
107054,19690928,  115,    0
107054,19690929,  116,    0
107054,19690930,   88,    0
107054,19691001,  102,    0
107054,19691002,  122,    0
107054,19691003,  144,    0
107054,19691004,  158,    0
107054,19691005,  170,    0
107054,19691006,  153,    0
107054,19691007,  166,    0
107054,19691008,  186,    0
107054,19691009,  182,    0
107054,19691010,  142,    0
107054,19691011,  130,    0
107054,19691012,  140,    0
107054,19691013,  164,    0
107054,19691014,  162,    0
107054,19691015,  146,    0
107054,19691016,  151,    0
107054,19691017,  158,    0
107054,19691018,  129,    0
107054,19691019,  154,    0
107054,19691020,  158,    0
107054,19691021,  132,    0
107054,19691022,  130,    0
107054,19691023,  138,    0
107054,19691024,  126,    0
107054,19691025,  104,    0
107054,19691026,  146,    0
107054,19691027,  162,    0
107054,19691028,  124,    0
107054,19691029,  110,    0
107054,19691030,   76,    0
107054,19691031,   90,    0
107054,19691101,  116,    0
107054,19691102,  136,    0
107054,19691103,  158,    0
107054,19691104,   74,    0
107054,19691105,   56,    0
107054,19691106,   58,    0
107054,19691107,   68,    0
107054,19691108,   72,    0
107054,19691109,   88,    0
107054,19691110,   86,    0
107054,19691111,  113,    0
107054,19691112,   85,    0
107054,19691113,   52,    0
107054,19691114,   58,    0
107054,19691115,   56,    0
107054,19691116,   44,    0
107054,19691117,   30,    0
107054,19691118,   43,    0
107054,19691119,   66,    0
107054,19691120,   76,    0
107054,19691121,   77,    0
107054,19691122,   96,    0
107054,19691123,  100,    0
107054,19691124,   39,    0
107054,19691125,   16,    0
107054,19691126,   16,    0
107054,19691127,   34,    0
107054,19691128,   40,    0
107054,19691129,  -10,    0
107054,19691130,   -2,    0
107054,19691201,   10,    0
107054,19691202,   58,    0
107054,19691203,   82,    0
107054,19691204,   20,    0
107054,19691205,    0,    0
107054,19691206,    6,    0
107054,19691207,   42,    0
107054,19691208,   46,    0
107054,19691209,   25,    0
107054,19691210,   56,    0
107054,19691211,   48,    0
107054,19691212,   48,    0
107054,19691213,   53,    0
107054,19691214,   44,    0
107054,19691215,   48,    0
107054,19691216,   32,    0
107054,19691217,   12,    0
107054,19691218,    8,    0
107054,19691219,    0,    0
107054,19691220,   42,    0
107054,19691221,   68,    0
107054,19691222,   86,    0
107054,19691223,   54,    0
107054,19691224,   70,    0
107054,19691225,   70,    0
107054,19691226,   58,    0
107054,19691227,   52,    0
107054,19691228,   16,    0
107054,19691229,    2,    0
107054,19691230,   10,    0
107054,19691231,   -6,    0
107054,19700101,    2,    0
107054,19700102,   19,    0
107054,19700103,   18,    0
107054,19700104,  -18,    0
107054,19700105,  -27,    0
107054,19700106,   -8,    0
107054,19700107,  -12,    0
107054,19700108,    8,    0
107054,19700109,   46,    0
107054,19700110,   63,    0
107054,19700111,   77,    0
107054,19700112,   82,    0
107054,19700113,   60,    0
107054,19700114,   82,    0
107054,19700115,   88,    0
107054,19700116,   74,    0
107054,19700117,   47,    0
107054,19700118,   58,    0
107054,19700119,   76,    0
107054,19700120,   72,    0
107054,19700121,   70,    0
107054,19700122,   65,    0
107054,19700123,   72,    0
107054,19700124,   82,    0
107054,19700125,   78,    0
107054,19700126,   61,    0
107054,19700127,   48,    0
107054,19700128,   30,    0
107054,19700129,   44,    0
107054,19700130,   36,    0
107054,19700131,   20,    0
107054,19700201,   59,    0
107054,19700202,   72,    0
107054,19700203,   68,    0
107054,19700204,   54,    0
107054,19700205,   20,    0
107054,19700206,   14,    0
107054,19700207,   38,    0
107054,19700208,   62,    0
107054,19700209,   54,    0
107054,19700210,   36,    0
107054,19700211,   12,    0
107054,19700212,    1,    0
107054,19700213,    8,    0
107054,19700214,   -5,    0
107054,19700215,   -5,    0
107054,19700216,    0,    0
107054,19700217,   24,    0
107054,19700218,   43,    0
107054,19700219,   68,    0
107054,19700220,   74,    0
107054,19700221,   78,    0
107054,19700222,  108,    0
107054,19700223,   56,    0
107054,19700224,   66,    0
107054,19700225,   32,    0
107054,19700226,   30,    0
107054,19700227,   25,    0
107054,19700228,   26,    0
107054,19700301,   46,    0
107054,19700302,   30,    0
107054,19700303,    4,    0
107054,19700304,    4,    0
107054,19700305,   -5,    0
107054,19700306,    6,    0
107054,19700307,    8,    0
107054,19700308,    4,    0
107054,19700309,   13,    0
107054,19700310,   11,    0
107054,19700311,   42,    0
107054,19700312,   36,    0
107054,19700313,   46,    0
107054,19700314,   30,    0
107054,19700315,   54,    0
107054,19700316,   62,    0
107054,19700317,   78,    0
107054,19700318,   81,    0
107054,19700319,   74,    0
107054,19700320,   97,    0
107054,19700321,   90,    0
107054,19700322,   70,    0
107054,19700323,   74,    0
107054,19700324,   52,    0
107054,19700325,   48,    0
107054,19700326,   34,    0
107054,19700327,   32,    0
107054,19700328,   30,    0
107054,19700329,   69,    0
107054,19700330,   78,    0
107054,19700331,   54,    0
107054,19700401,   37,    0
107054,19700402,   29,    0
107054,19700403,   56,    0
107054,19700404,   68,    0
107054,19700405,   56,    0
107054,19700406,   53,    0
107054,19700407,   41,    0
107054,19700408,   28,    0
107054,19700409,   24,    0
107054,19700410,   50,    0
107054,19700411,   59,    0
107054,19700412,   70,    0
107054,19700413,   64,    0
107054,19700414,   70,    0
107054,19700415,  106,    0
107054,19700416,  128,    0
107054,19700417,  126,    0
107054,19700418,  110,    0
107054,19700419,   86,    0
107054,19700420,   69,    0
107054,19700421,  107,    0
107054,19700422,  126,    0
107054,19700423,  124,    0
107054,19700424,   93,    0
107054,19700425,  111,    0
107054,19700426,   78,    0
107054,19700427,   68,    0
107054,19700428,   62,    0
107054,19700429,   95,    0
107054,19700430,   82,    0
107054,19700501,  122,    0
107054,19700502,  134,    0
107054,19700503,  141,    0
107054,19700504,  154,    0
107054,19700505,  176,    0
107054,19700506,  172,    0
107054,19700507,  159,    0
107054,19700508,  176,    0
107054,19700509,  135,    0
107054,19700510,  122,    0
107054,19700511,  120,    0
107054,19700512,  128,    0
107054,19700513,  136,    0
107054,19700514,  126,    0
107054,19700515,  136,    0
107054,19700516,  125,    0
107054,19700517,  109,    0
107054,19700518,  141,    0
107054,19700519,  154,    0
107054,19700520,  126,    0
107054,19700521,  121,    0
107054,19700522,  111,    0
107054,19700523,  126,    0
107054,19700524,  148,    0
107054,19700525,  150,    0
107054,19700526,  152,    0
107054,19700527,  160,    0
107054,19700528,  165,    0
107054,19700529,  149,    0
107054,19700530,  154,    0
107054,19700531,  172,    0
107054,19700601,  160,    0
107054,19700602,  174,    0
107054,19700603,  181,    0
107054,19700604,  160,    0
107054,19700605,  168,    0
107054,19700606,  182,    0
107054,19700607,  208,    0
107054,19700608,  214,    0
107054,19700609,  232,    0
107054,19700610,  232,    0
107054,19700611,  229,    0
107054,19700612,  206,    0
107054,19700613,  186,    0
107054,19700614,  140,    0
107054,19700615,  159,    0
107054,19700616,  136,    0
107054,19700617,  158,    0
107054,19700618,  203,    0
107054,19700619,  190,    0
107054,19700620,  191,    0
107054,19700621,  176,    0
107054,19700622,  194,    0
107054,19700623,  163,    0
107054,19700624,  162,    0
107054,19700625,  170,    0
107054,19700626,  172,    0
107054,19700627,  220,    0
107054,19700628,  170,    0
107054,19700629,  160,    0
107054,19700630,  151,    0
107054,19700701,  149,    0
107054,19700702,  142,    0
107054,19700703,  142,    0
107054,19700704,  168,    0
107054,19700705,  172,    0
107054,19700706,  209,    0
107054,19700707,  240,    0
107054,19700708,  193,    0
107054,19700709,  182,    0
107054,19700710,  152,    0
107054,19700711,  174,    0
107054,19700712,  180,    0
107054,19700713,  194,    0
107054,19700714,  150,    0
107054,19700715,  141,    0
107054,19700716,  146,    0
107054,19700717,  174,    0
107054,19700718,  190,    0
107054,19700719,  158,    0
107054,19700720,  140,    0
107054,19700721,  144,    0
107054,19700722,  142,    0
107054,19700723,  177,    0
107054,19700724,  168,    0
107054,19700725,  156,    0
107054,19700726,  146,    0
107054,19700727,  174,    0
107054,19700728,  180,    0
107054,19700729,  168,    0
107054,19700730,  180,    0
107054,19700731,  182,    0
107054,19700801,  192,    0
107054,19700802,  205,    0
107054,19700803,  214,    0
107054,19700804,  222,    0
107054,19700805,  210,    0
107054,19700806,  206,    0
107054,19700807,  198,    0
107054,19700808,  185,    0
107054,19700809,  186,    0
107054,19700810,  182,    0
107054,19700811,  178,    0
107054,19700812,  180,    0
107054,19700813,  207,    0
107054,19700814,  170,    0
107054,19700815,  154,    0
107054,19700816,  156,    0
107054,19700817,  139,    0
107054,19700818,  126,    0
107054,19700819,  145,    0
107054,19700820,  137,    0
107054,19700821,  146,    0
107054,19700822,  157,    0
107054,19700823,  158,    0
107054,19700824,  170,    0
107054,19700825,  170,    0
107054,19700826,  179,    0
107054,19700827,  181,    0
107054,19700828,  170,    0
107054,19700829,  166,    0
107054,19700830,  186,    0
107054,19700831,  192,    0
107054,19700901,  144,    0
107054,19700902,  128,    0
107054,19700903,  172,    0
107054,19700904,  172,    0
107054,19700905,  190,    0
107054,19700906,  172,    0
107054,19700907,  190,    0
107054,19700908,  186,    0
107054,19700909,  158,    0
107054,19700910,  136,    0
107054,19700911,  146,    0
107054,19700912,  124,    0
107054,19700913,  118,    0
107054,19700914,  146,    0
107054,19700915,  135,    0
107054,19700916,  121,    0
107054,19700917,  154,    0
107054,19700918,  156,    0
107054,19700919,  162,    0
107054,19700920,  189,    0
107054,19700921,  180,    0
107054,19700922,  166,    0
107054,19700923,  153,    0
107054,19700924,  156,    0
107054,19700925,  162,    0
107054,19700926,  155,    0
107054,19700927,  180,    0
107054,19700928,  194,    0
107054,19700929,  176,    0
107054,19700930,  138,    0
107054,19701001,  134,    0
107054,19701002,  146,    0
107054,19701003,  126,    0
107054,19701004,  150,    0
107054,19701005,  155,    0
107054,19701006,  114,    0
107054,19701007,   96,    0
107054,19701008,   90,    0
107054,19701009,   99,    0
107054,19701010,  116,    0
107054,19701011,  165,    0
107054,19701012,  153,    0
107054,19701013,  158,    0
107054,19701014,  146,    0
107054,19701015,  135,    0
107054,19701016,  117,    0
107054,19701017,  117,    0
107054,19701018,  106,    0
107054,19701019,   97,    0
107054,19701020,   68,    0
107054,19701021,   63,    0
107054,19701022,   74,    0
107054,19701023,   88,    0
107054,19701024,  118,    0
107054,19701025,  121,    0
107054,19701026,  120,    0
107054,19701027,   89,    0
107054,19701028,  123,    0
107054,19701029,  121,    0
107054,19701030,  140,    0
107054,19701031,  144,    0
107054,19701101,  132,    0
107054,19701102,  137,    0
107054,19701103,  127,    0
107054,19701104,  104,    0
107054,19701105,   98,    0
107054,19701106,   72,    0
107054,19701107,   80,    0
107054,19701108,   67,    0
107054,19701109,   76,    0
107054,19701110,   90,    0
107054,19701111,  114,    0
107054,19701112,   74,    0
107054,19701113,   60,    0
107054,19701114,   58,    0
107054,19701115,   40,    0
107054,19701116,   38,    0
107054,19701117,   78,    0
107054,19701118,   84,    0
107054,19701119,   84,    0
107054,19701120,   64,    0
107054,19701121,   70,    0
107054,19701122,   62,    0
107054,19701123,   85,    0
107054,19701124,  114,    0
107054,19701125,  111,    0
107054,19701126,  100,    0
107054,19701127,   97,    0
107054,19701128,  104,    0
107054,19701129,  113,    0
107054,19701130,   81,    0
107054,19701201,   79,    0
107054,19701202,   72,    0
107054,19701203,   96,    0
107054,19701204,  102,    0
107054,19701205,   78,    0
107054,19701206,   86,    0
107054,19701207,   48,    0
107054,19701208,   56,    0
107054,19701209,   35,    0
107054,19701210,   41,    0
107054,19701211,   66,    0
107054,19701212,   73,    0
107054,19701213,   30,    0
107054,19701214,   16,    0
107054,19701215,   30,    0
107054,19701216,   44,    0
107054,19701217,   78,    0
107054,19701218,   80,    0
107054,19701219,   99,    0
107054,19701220,   60,    0
107054,19701221,   25,    0
107054,19701222,   12,    0
107054,19701223,   34,    0
107054,19701224,   10,    0
